layer,level,sid,n,correct,accuracy,uplift,wilson_lower,p_value,q_value,selected
4,2,202,1432,811,0.5663407821229051,0.0778711804457562,0.5405286941551108,1.1912135720097832e-09,8.019172018564695e-09,True
4,2,215,217,55,0.2534562211981567,-0.23501338047899217,0.2002135363389187,0.9999999999996505,1.0,False
4,2,228,191,44,0.23036649214659685,-0.25810310953055204,0.17631978617515753,0.999999999999948,1.0,False
4,2,229,2058,956,0.4645286686103013,-0.02394093306684758,0.4430667010317828,0.9877101177209392,1.0,False
4,2,232,112,9,0.08035714285714286,-0.408112458820006,0.0428500918174894,1.0,1.0,False
4,2,242,413,59,0.14285714285714285,-0.345612458820006,0.1123947515785476,1.0,1.0,False
4,2,253,1206,592,0.49087893864013266,0.002409336962983788,0.46273771073083914,0.4440601128815442,1.0,False
5,0,221,44838,21902,0.48846960167714887,0.0,0.48384391595478843,1.0,1.0,False
5,1,25,335,85,0.2537313432835821,-0.23473825839356677,0.21010614511461176,1.0,1.0,False
5,1,54,13092,5899,0.45058050717995723,-0.03788909449719163,0.44207326522162205,1.0,1.0,False
5,1,67,102,10,0.09803921568627451,-0.3904303859908744,0.05412743684309119,1.0,1.0,False
5,1,92,9798,5801,0.5920596040008165,0.10359000232366761,0.5822941182473034,1.053115480142067e-119,1.4482845269763283e-117,True
5,1,136,700,35,0.05,-0.4384696016771489,0.03616840378254186,1.0,1.0,False
5,1,146,104,23,0.22115384615384615,-0.2673157555233027,0.1521283501066639,0.9999999951174364,1.0,False
5,1,165,519,51,0.09826589595375723,-0.39020370572339164,0.07553154201489917,1.0,1.0,False
5,1,176,1578,255,0.16159695817490494,-0.32687264350224393,0.14426100558131194,1.0,1.0,False
5,1,197,4331,2230,0.5148926344954976,0.026423032818348735,0.5000013560692328,0.00013448384645532323,0.0005805520905276135,True
5,1,208,13218,7112,0.5380541685580269,0.049584566880878034,0.5295450676429866,2.912420208935792e-42,9.14246691674627e-41,True
5,1,247,903,347,0.3842746400885936,-0.10419496158855529,0.35310153530489685,0.9999999999192619,1.0,False
5,2,3,187,85,0.45454545454545453,-0.03392414713169434,0.38480853386502845,0.8421425824004576,1.0,False
5,2,7,142,18,0.1267605633802817,-0.3617090382968672,0.08170674938202066,1.0,1.0,False
5,2,15,2959,1710,0.5778979384927341,0.08942833681558521,0.5600123748204937,4.032082870314431e-24,6.849797252628281e-23,True
5,2,57,8914,4335,0.48631366389948394,-0.002155937777664929,0.4759458638839945,0.6796518509787102,1.0,False
5,2,70,174,27,0.15517241379310345,-0.3332971878840454,0.1088877452677135,1.0,1.0,False
5,2,93,900,135,0.15,-0.3384696016771489,0.12816108633909598,1.0,1.0,False
5,2,107,425,176,0.41411764705882353,-0.07435195461832533,0.3682603806609714,0.9991507445798399,1.0,False
5,2,111,9109,5267,0.5782193435064222,0.08974974182927337,0.5680467630967831,1.6144515866601706e-82,1.2951489395207148e-80,True
5,2,113,4323,1857,0.42956280360860516,-0.05890679806854371,0.41487535138619175,1.0,1.0,False
5,2,123,321,111,0.34579439252336447,-0.1426752091537844,0.2958625847886207,0.9999999176613151,1.0,False
5,2,140,185,36,0.1945945945945946,-0.29387500708255426,0.14400160443438972,1.0,1.0,False
5,2,146,2805,1164,0.41497326203208557,-0.0734963396450633,0.39686741876150405,0.9999999999999999,1.0,False
5,2,151,144,24,0.16666666666666666,-0.3218029350104822,0.11463231075610265,0.9999999999999999,1.0,False
5,2,156,2181,1033,0.47363594681338833,-0.014833654863760537,0.4527453921268601,0.9254943036884699,1.0,False
